school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,grade_improvement,avg_G1_G2,weighted_grade,grade_volatility,study_intensity,parent_education_avg,high_achiever,struggling,support_score,alcohol_risk
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0,13,13,12,-1,13.0,13.0,0.5773502691896257,5.0,3.5,0,0,1,1
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,7,10,11,4,8.5,9.1,2.081665999466133,10.0,3.5,0,0,1,0
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,7,8,9,2,7.5,7.699999999999999,1.0,3.3333333333333335,0.5,0,1,1,0
GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1,1,2,0,1,0,1,1,1,1,0,3,3,3,1,2,4,0,7,4,0,-7,5.5,4.9,3.511884584284246,5.0,2.0,0,1,1,0
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18,18,18,0,18.0,18.0,0.0,0.5555555555555556,4.0,1,0,1,1
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,0,-12,6.0,3.5999999999999996,6.928203230275509,15.0,3.5,0,1,1,1
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,8,0,0,-8,4.0,2.4,4.618802153517007,5.0,1.0,0,1,1,0
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,10,13,12,2,11.5,12.1,1.5275252316519468,0.38461538461538464,2.0,0,0,1,1
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12,11,11,-1,11.5,11.299999999999999,0.5773502691896257,0.29411764705882354,3.5,0,0,0,1
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,9,0,0,-9,4.5,2.6999999999999997,5.196152422706632,10.0,3.5,0,1,1,0
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0,-11,5.5,3.3,6.3508529610858835,15.0,4.0,0,1,1,0
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0,10,0,0,-10,5.0,3.0,5.773502691896257,10.0,3.5,0,1,0,1
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,4,0,0,-4,2.0,1.2,2.3094010767585034,5.0,3.0,0,1,1,0
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,14,12,12,-2,13.0,12.599999999999998,1.1547005383792517,10.0,1.0,0,0,0,1
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16,16,15,-1,16.0,16.0,0.5773502691896257,5.0,4.0,1,0,0,0
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0,7,9,0,-7,8.0,8.4,4.725815626252609,20.0,3.5,0,1,2,0
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8,9,9,9,0,9.0,9.0,0.0,0.5555555555555556,2.0,0,1,1,1
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,9,11,11,2,10.0,10.399999999999999,1.1547005383792517,5.0,4.0,0,0,2,0
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,14,14,13,-1,14.0,14.0,0.5773502691896257,1.6666666666666667,1.0,0,0,0,1
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0,5,0,0,-5,2.5,1.5,2.8867513459481287,5.0,1.5,0,1,1,0
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,8,11,11,3,9.5,10.1,1.7320508075688772,10.0,1.0,0,0,2,0
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,6,7,0,-6,6.5,6.699999999999999,3.7859388972001824,10.0,2.5,0,1,1,0
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,10,11,11,1,10.5,10.7,0.5773502691896257,3.3333333333333335,1.5,0,0,2,0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7,6,0,-7,6.5,6.299999999999999,3.7859388972001824,5.0,4.0,0,1,1,0
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,8,9,10,2,8.5,8.7,1.0,5.0,1.5,0,0,0,1
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,6,5,0,-6,5.5,5.3,3.214550253664318,5.0,1.0,0,1,0,1
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,12,13,14,2,12.5,12.7,1.0,0.7142857142857143,1.5,0,0,0,1
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,10,10,10,0,10.0,10.0,0.0,1.6666666666666667,3.0,0,0,2,1
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0,5,0,0,-5,2.5,1.5,2.8867513459481287,5.0,2.5,0,1,1,0
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,11,11,12,1,11.0,11.0,0.5773502691896257,5.0,4.0,0,0,2,0
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,2,11,8,8,-3,9.5,8.899999999999999,1.7320508075688772,3.3333333333333335,2.5,0,1,2,0
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,16,12,13,-3,14.0,13.2,2.0816659994661326,0.5555555555555556,1.5,0,0,0,1
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,9,8,10,1,8.5,8.299999999999999,1.0,0.7142857142857143,1.0,0,0,1,1
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,17,15,15,-2,16.0,15.6,1.1547005383792517,1.6666666666666667,2.0,1,0,0,0
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4,10,12,12,2,11.0,11.399999999999999,1.1547005383792517,2.0,3.0,0,0,2,1
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,7,6,0,-7,6.5,6.299999999999999,3.7859388972001824,5.0,1.5,0,1,0,1
GP,M,15,R,GT3,T,3,2,other,other,course,mother,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,5,9,7,2,7.0,7.8,2.0,1.4285714285714286,2.5,0,1,2,1
GP,M,16,U,LE3,T,1,2,other,other,course,mother,2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0,7,0,0,-7,3.5,2.1,4.041451884327381,5.0,1.5,0,1,0,1
GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,10,10,10,0,10.0,10.0,0.0,1.6666666666666667,2.0,0,0,0,1
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,5,8,7,2,6.5,7.1,1.5275252316519465,10.0,1.0,0,1,0,1
GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16,12,11,12,0,11.5,11.299999999999999,0.5773502691896257,0.29411764705882354,2.5,0,0,1,0
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,10,10,10,0,10.0,10.0,0.0,2.0,2.0,0,0,0,1
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,14,15,16,2,14.5,14.7,1.0,10.0,3.0,1,0,1,0
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,6,7,0,-6,6.5,6.699999999999999,3.7859388972001824,10.0,2.0,0,1,2,0
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14,14,14,0,14.0,14.0,0.0,10.0,4.0,0,0,2,0
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0,6,5,0,-6,5.5,5.3,3.214550253664318,5.0,3.5,0,1,1,1
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2,13,15,16,3,14.0,14.4,1.5275252316519468,3.3333333333333335,0.5,1,0,2,0
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0,13,11,10,-3,12.0,11.6,1.5275252316519468,10.0,4.0,0,0,2,1
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,8,7,0,-8,7.5,7.299999999999999,4.358898943540674,10.0,2.0,0,1,0,0
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,10,11,9,-1,10.5,10.7,1.0,2.0,3.0,0,1,2,0
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,10,9,9,-1,9.5,9.3,0.5773502691896257,2.0,3.5,0,1,1,1
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,13,13,11,-2,13.0,13.0,1.1547005383792517,3.3333333333333335,2.0,0,0,1,1
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,6,5,6,0,5.5,5.3,0.5773502691896258,2.0,3.0,0,1,0,1
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,10,8,9,-1,9.0,8.6,1.0,0.45454545454545453,3.0,0,1,1,1
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,10,10,11,1,10.0,10.0,0.5773502691896257,2.0,3.5,0,0,1,0
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,9,8,8,-1,8.5,8.299999999999999,0.5773502691896257,0.9090909090909091,3.5,0,1,2,1
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12,13,12,0,12.5,12.7,0.5773502691896257,3.3333333333333335,3.0,0,0,1,0
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,16,17,17,1,16.5,16.7,0.5773502691896258,10.0,3.0,1,0,1,1
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,9,9,8,-1,9.0,9.0,0.5773502691896257,0.17543859649122806,3.0,0,1,1,1
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12,13,12,0,12.5,12.7,0.5773502691896257,0.6666666666666666,2.5,0,0,2,0
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,12,12,11,-1,12.0,11.999999999999998,0.5773502691896257,0.7692307692307693,3.0,0,0,1,1
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,11,12,11,0,11.5,11.7,0.5773502691896257,1.6666666666666667,1.5,0,0,2,0
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15,15,15,0,15.0,15.0,0.0,10.0,1.5,1,0,1,0
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8,7,9,1,7.5,7.299999999999999,1.0,1.4285714285714286,3.0,0,1,1,1
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,8,9,10,2,8.5,8.7,1.0,2.0,1.5,0,0,0,1
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11,12,13,2,11.5,11.7,1.0,0.9090909090909091,2.5,0,0,0,0
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8,8,9,1,8.0,8.0,0.5773502691896257,10.0,1.0,0,1,0,0
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,7,8,8,1,7.5,7.699999999999999,0.5773502691896258,0.7692307692307693,1.5,0,1,1,1
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,8,9,10,2,8.5,8.7,1.0,0.5555555555555556,3.0,0,0,1,1
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,14,14,1,13.5,13.7,0.5773502691896257,5.0,2.5,0,0,0,0
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,15,1,14.5,14.7,0.5773502691896257,10.0,3.0,1,0,0,0
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,16,-1,16.0,15.6,1.0,1.0,4.0,1,0,0,0
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9,9,10,1,9.0,9.0,0.5773502691896257,0.5555555555555556,3.0,0,0,2,1
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,18,0,18.0,18.0,0.0,0.2,4.0,1,0,1,1
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9,9,10,1,9.0,9.0,0.5773502691896257,10.0,4.0,0,0,2,0
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,16,0,16.0,16.0,0.0,3.3333333333333335,3.5,1,0,1,1
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,10,2,9.0,9.4,1.1547005383792517,1.4285714285714286,2.5,0,0,3,1
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,10,1,9.0,9.0,0.5773502691896257,2.0,1.0,0,0,2,1
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,7,6,6,-1,6.5,6.299999999999999,0.5773502691896258,0.2631578947368421,2.0,0,1,1,0
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10,10,11,1,10.0,10.0,0.5773502691896257,2.857142857142857,2.0,0,0,2,0
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,9,-1,9.5,9.3,0.5773502691896257,0.5172413793103449,3.5,0,1,2,1
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7,7,7,0,7.0,7.0,0.0,1.6666666666666667,2.0,0,1,2,1
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13,2,11.5,11.7,1.0,0.9090909090909091,3.5,0,0,1,0
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,10,1,9.0,9.0,0.5773502691896257,0.7142857142857143,1.0,0,0,2,1
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,7,0,7.0,7.0,0.0,2.142857142857143,3.5,0,1,2,0
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,8,0,8.0,8.0,0.0,1.8181818181818181,3.0,0,1,2,0
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,13,1,12.0,11.999999999999998,0.5773502691896257,0.7142857142857143,4.0,0,0,2,1
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14,2,12.5,12.7,1.0,10.0,2.0,0,0,3,0
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,8,2,6.5,6.699999999999999,1.0,0.625,2.0,0,1,2,1
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10,2,9.0,9.4,1.1547005383792517,0.38461538461538464,4.0,0,0,2,0
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15,1,14.5,14.7,0.5773502691896257,3.3333333333333335,2.5,1,0,1,1
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4,-2,6.0,5.999999999999999,1.1547005383792517,0.43478260869565216,3.5,0,1,1,1
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,8,2,6.0,5.999999999999999,1.1547005383792517,0.7142857142857143,3.0,0,1,2,1
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,8,1,7.0,7.0,0.5773502691896258,1.25,2.5,0,1,2,1
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,10,1,9.5,9.7,0.5773502691896257,3.0,2.0,0,0,2,0
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,6,6,0,6.0,5.999999999999999,0.0,3.3333333333333335,1.5,0,1,1,0
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,6,5,0,-6,5.5,5.3,3.214550253664318,15.0,1.0,0,1,1,0
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17,1,16.0,16.0,0.5773502691896258,3.3333333333333335,2.5,1,0,1,0
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,13,1,12.5,12.7,0.5773502691896257,10.0,2.0,0,0,2,1
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14,1,13.0,13.0,0.5773502691896257,15.0,4.0,0,0,1,0
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,7,-2,8.5,8.299999999999999,1.0,0.5882352941176471,2.0,0,1,0,0
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15,-1,15.5,15.3,0.5773502691896257,0.9090909090909091,2.5,1,0,0,1
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12,11,12,0,11.5,11.299999999999999,0.5773502691896257,3.3333333333333335,2.5,0,0,2,1
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,10,8,9,-1,9.0,8.6,1.0,0.6666666666666666,1.5,0,1,3,1
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,12,0,11.0,10.6,1.1547005383792517,1.3636363636363635,1.5,0,0,0,0
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14,1,13.0,13.0,0.5773502691896257,0.6666666666666666,3.5,0,0,0,0
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11,11,11,0,11.0,11.0,0.0,2.0,2.0,0,0,2,0
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,11,9,9,-2,10.0,9.6,1.1547005383792517,0.6666666666666666,4.0,0,1,2,1
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,13,-1,13.5,13.3,0.5773502691896257,3.3333333333333335,4.0,0,0,2,1
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,6,-3,8.0,7.6,1.5275252316519465,0.5263157894736842,1.0,0,1,2,0
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,10,-1,10.0,9.6,1.0,1.3636363636363635,2.5,0,0,0,1
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13,-1,13.5,13.3,0.5773502691896257,2.0,2.0,0,0,1,1
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,12,-1,12.5,12.299999999999999,0.5773502691896257,0.23809523809523808,1.5,0,0,0,0
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,11,-2,12.0,11.6,1.1547005383792517,3.3333333333333335,1.5,0,0,0,0
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,7,7,0,-7,7.0,7.0,4.041451884327381,10.0,2.0,0,1,0,1
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,12,0,12.0,11.999999999999998,0.0,0.6666666666666666,3.5,0,0,0,1
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,12,2,10.5,10.7,1.0,3.3333333333333335,4.0,0,0,2,1
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,6,0,0,-6,3.0,1.7999999999999998,3.4641016151377544,5.0,3.5,0,1,0,0
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,12,-1,12.5,12.299999999999999,0.5773502691896257,5.0,4.0,0,0,0,0
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,7,0,0,-7,3.5,2.1,4.041451884327381,15.0,1.5,0,1,2,0
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,18,0,18.0,18.0,0.0,0.7142857142857143,1.5,1,0,0,0
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,13,1,12.0,11.999999999999998,0.5773502691896257,1.0,2.5,0,0,0,0
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,6,8,8,2,7.0,7.3999999999999995,1.1547005383792517,0.29411764705882354,2.0,0,1,0,1
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,3,5,5,2,4.0,4.4,1.1547005383792517,1.1111111111111112,3.0,0,1,1,1
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,13,15,15,2,14.0,14.4,1.1547005383792517,5.0,1.0,1,0,1,1
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,6,8,8,2,7.0,7.3999999999999995,1.1547005383792517,5.0,2.5,0,1,0,1
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,7,10,10,3,8.5,9.1,1.7320508075688772,1.4285714285714286,3.0,0,0,2,1
